12;14;18;20;23;26
1,3715;1,6136;1,2619;0,9439;1,3866;1,427
1,6079;1,6681;1,2536;1,0575;1,4603;1,396
1,3971;1,494;1,6366;1,2892;1,3764;1,6682
1,3182;1,4893;1,5434;1,2695;1,4824;1,4697
0,9988;1,2042;1,3477;1,1884;1,4381;1,5548
1,184;1,3795;1,3865;1,5308;1,4646;1,6828
1,4338;1,3871;1,5788;1,3644;1,5445;1,4815
1,2591;1,3986;1,6505;1,5812;1,5471;1,5438
1,2952;1,5884;1,5602;1,2325;1,6363;1,6946
1,1171;1,5044;1,5695;1,247;1,5073;1,7451
1,4783;1,5058;1,6947;1,437;1,6038;1,5827
1,1686;1,4054;1,1778;1,4896;1,4922;1,5068
1,1496;1,5198;1,0231;1,6216;1,4687;1,5521
1,4653;1,693;1,1838;1,258;1,2508;1,6144
1,6242;1,3792;1,3462;1,1862;1,4082;1,226
1,4954;1,3482;1,4761;1,5125;1,4967;1,4244
1,447;1,2943;1,188;1,4233;1,5568;1,5895
1,2015;1,0977;1,6187;1,3899;1,2783;1,4279
1,562;1,3794;1,3697;1,2108;1,1734;1,3855
1,3187;1,4508;1,4953;1,2225;1,4697;1,7239
;;1,4824;1,4958;1,6191;
;;1,1191;1,3449;1,4805;
;;1,4611;1,5272;1,6408;
;;1,5344;1,2514;1,4868;
;;1,2545;1,4586;1,6174;
;;1,3767;1,4409;1,7885;
;;1,6571;1,3362;1,389;
;;1,3579;1,46;1,4153;
;;1,4082;1,3342;;
;;1,4554;1,4684;;
;;1,5575;1,4244;;
;;1,4447;1,3139;;
;;1,4155;1,3291;;
;;1,6733;1,3831;;
;;1,3845;1,4862;;
;;1,5952;1,2972;;
;;1,2796;1,4985;;
;;1,3426;1,405;;
;;1,4865;1,3436;;
;;1,5053;1,5108;;
