Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1004,464,-1.000,-1.000,-5113352
1,2,1028,468,16.219,1.081,-5065031
1,3,1016,476,9.614,0.641,-514
1,4,1020,472,3.771,0.251,-5441288
1,5,1032,464,9.614,0.641,-11013907
1,6,1040,456,7.542,0.503,-524801
1,7,1040,456,0.000,0.000,-7608096
1,8,1040,456,0.000,0.000,-6422529
1,9,1040,456,0.000,0.000,-5311504
1,10,1052,452,8.432,0.562,-9268845
1,11,1064,452,7.999,0.533,-8153452
1,12,1092,460,19.412,1.294,-10295573
1,13,1096,468,5.962,0.397,-2884613
1,14,1108,468,7.999,0.533,-1835009
1,15,1136,472,18.854,1.257,-6762037
1,16,1140,472,2.666,0.178,-4930875
1,17,1144,468,3.771,0.251,-5853520
1,18,1136,472,5.962,0.397,-5063490
1,19,1136,472,0.000,0.000,-5196360
1,20,1136,472,0.000,0.000,-6097932
1,21,1136,472,0.000,0.000,-5518905
1,22,1184,484,32.982,2.199,-3683378
1,23,1176,492,7.542,0.503,-11039347
1,24,1176,492,0.000,0.000,-4798779
1,25,1168,504,9.614,0.641,-5049614
1,26,1168,508,2.666,0.178,-4653060
1,27,1168,520,7.999,0.533,-5506056
1,28,1172,524,3.771,0.251,-5834243
1,29,1192,528,13.596,0.906,-5718853
1,30,1200,528,5.333,0.356,-5718592
1,31,1196,532,3.771,0.251,-9928063
1,32,1196,532,0.000,0.000,-4404533
1,33,1196,528,2.666,0.178,-4718593
1,34,1204,524,5.962,0.397,-5508621
1,35,1208,524,2.666,0.178,-262145
1,36,1232,524,15.998,1.067,-4263949
1,37,1244,524,7.999,0.533,-5839130
1,38,1256,524,7.999,0.533,-4592660
1,39,1268,524,7.999,0.533,-5181968
1,40,1272,520,3.771,0.251,-5706517
1,41,1272,520,0.000,0.000,-5245703
1,42,1296,524,16.219,1.081,-5769487
1,43,1296,524,0.000,0.000,-5518644
1,44,1304,520,5.962,0.397,-5063750
1,45,1304,520,0.000,0.000,-4340797
1,46,1324,500,18.854,1.257,-7998478
1,47,1336,492,9.614,0.641,-5717822
1,48,1364,492,18.665,1.244,-7933974
1,49,1368,492,2.666,0.178,-5115407
1,50,1376,492,5.333,0.356,-5195077
1,51,1404,512,22.937,1.529,-3806228
1,52,1412,528,11.925,0.795,-1638401
1,53,1424,536,9.614,0.641,-6050388
1,54,1424,536,0.000,0.000,-6969950
1,55,1428,532,3.771,0.251,-10786452
1,56,1428,528,2.666,0.178,-4998981
1,57,1440,524,8.432,0.562,-5196611
1,58,1444,524,2.666,0.178,-6244938
1,59,1428,524,10.666,0.711,-5773338
1,60,1428,524,0.000,0.000,-5259843
1,61,1424,520,3.771,0.251,-4719367
1,62,1424,512,5.333,0.356,-4915205
1,63,1424,512,0.000,0.000,-9178642
1,64,1424,512,0.000,0.000,-4197391
1,65,1420,512,2.666,0.178,-4457218
1,66,1420,512,0.000,0.000,-3343624
1,67,1416,512,2.666,0.178,-9113109
1,68,1416,512,0.000,0.000,-3740174
1,69,1412,516,3.771,0.251,-5508112
1,70,1392,524,14.359,0.957,-5719362
1,71,1388,524,2.666,0.178,-6572618
1,72,1384,520,3.771,0.251,-4005662
1,73,1376,512,7.542,0.503,-4521985
1,74,1368,508,5.962,0.397,-6101022
1,75,1340,508,18.665,1.244,-5508372
1,76,1332,508,5.333,0.356,-4524811
1,77,1332,508,0.000,0.000,-6641495
1,78,1332,508,0.000,0.000,-6180945
1,79,1328,512,3.771,0.251,-5261383
1,80,1272,540,41.736,2.782,-4134678
1,81,1272,544,2.666,0.178,-4919569
1,82,1272,544,0.000,0.000,-4916486
1,83,1276,540,3.771,0.251,-6559769
1,84,1276,540,0.000,0.000,-5047041
1,85,1276,540,0.000,0.000,-6768711
1,86,1276,532,5.333,0.356,-6100501
1,87,1272,532,2.666,0.178,-4997698
1,88,1264,540,7.542,0.503,-7019295
1,89,1260,544,3.771,0.251,-4865599
1,90,1252,552,7.542,0.503,-11247005
1,91,1244,552,5.333,0.356,-5582386
1,92,1236,552,5.333,0.356,-5116945
1,93,1236,552,0.000,0.000,-3146497
1,94,1224,556,8.432,0.562,-3082242
1,95,1224,552,2.666,0.178,-5505793
1,96,1232,548,5.962,0.397,-6234654
1,97,1232,548,0.000,0.000,-5903383
3,1,1508,680,-1.000,-1.000,-6302251
3,2,1508,680,0.000,0.000,-6706006
3,3,1508,680,0.000,0.000,-5984335
3,4,1508,680,0.000,0.000,-6706776
3,5,1508,680,0.000,0.000,-10126725
3,6,1508,672,5.333,0.356,-5259583
3,7,1508,664,5.333,0.356,-4784129
3,8,1512,656,5.962,0.397,-7542553
3,9,1512,656,0.000,0.000,-6426127
3,10,1512,656,0.000,0.000,-8326926
3,11,1516,656,2.666,0.178,-4722706
3,12,1516,656,0.000,0.000,-9797760
3,13,1516,668,7.999,0.533,-5522761
3,14,1516,672,2.666,0.178,-9933456
3,15,1512,672,2.666,0.178,-1772813
3,16,1508,668,3.771,0.251,-5117723
3,17,1504,664,3.771,0.251,-2163713
3,18,1504,660,2.666,0.178,-4982020
3,19,1488,668,11.925,0.795,-5507335
3,20,1488,668,0.000,0.000,-4851208
3,21,1484,668,2.666,0.178,-5185826
3,22,1484,668,0.000,0.000,-4665136
3,23,1480,664,3.771,0.251,-10231582
3,24,1480,660,2.666,0.178,-3408129
3,25,1476,656,3.771,0.251,-3016964
3,26,1476,656,0.000,0.000,-4527378
3,27,1476,656,0.000,0.000,-5247508
3,28,1476,656,0.000,0.000,-6305849
3,29,1476,656,0.000,0.000,-5195077
3,30,1476,656,0.000,0.000,-5590864
3,31,1452,652,16.219,1.081,-7809573
3,32,1452,652,0.000,0.000,-5054242
3,33,1444,652,5.333,0.356,-5051671
3,34,1436,652,5.333,0.356,-5443343
3,35,1436,652,0.000,0.000,-5836307
3,36,1436,652,0.000,0.000,-5319467
3,37,1436,652,0.000,0.000,-5380634
3,38,1436,652,0.000,0.000,-4590604
3,39,1436,652,0.000,0.000,-4398880
3,40,1436,652,0.000,0.000,-4134167
3,41,1436,652,0.000,0.000,-4997440
3,42,1440,652,2.666,0.178,-5852494
3,43,1468,672,22.937,1.529,-5710884
3,44,1468,672,0.000,0.000,-6040621
3,45,1468,672,0.000,0.000,-5641749
3,46,1468,672,0.000,0.000,-11941444
3,47,1480,664,9.614,0.641,-7220783
3,48,1476,664,2.666,0.178,-11091259
3,49,1480,664,2.666,0.178,-5522501
