12;14;18;20;23;26
11297,693;3103,758;4603,507;2771,402;3213,032;12964,392
947,494;2114,309;5774,661;4278,577;5453,59;12122,41
1534,567;1527,237;10460,148;5372,285;7148,644;5888,083
1549,226;5190,965;8622,063;2673,701;2020,562;13064,407
3209,174;5151,229;7161,471;3452,702;9994,117;9816,365
3428,591;3885,267;6895,182;11486,343;4351,78;23345,743
2443,868;1691,293;1733,537;2177,385;8083,986;11933,857
1416,805;1850,141;2801,782;5002,315;3715,134;6875,024
2231,202;3618,205;3887,196;8940,242;2539,254;6433,78
1865,187;3578,662;5010,513;11940,994;6549,516;6262,586
2845,569;3297,037;2889,356;7096,08;8342,849;4975,985
1463,967;1717,044;3176,382;5871,88;6808,09;5785,849
3891,632;2570,213;3981,907;3676,749;16660,237;10631,92
2584,97;2976,351;17899,772;5309,98;2309,132;9302,689
1066,896;935,053;3452,992;3258,651;18536,611;17321,091
3573,743;1447,186;5457,737;4590,101;13696,713;10596,235
3597,759;3939,566;7649,396;3344,103;13678,678;4711,817
3327,997;1971,278;22149,608;1544,404;14587,497;15894,063
1788,897;1827,186;5849,794;5432,179;22779,696;14869,99
1688,11;8103,661;4116,546;3767,698;20635,489;5305,254
2025,385;1746,268;10673,778;4667,355;1573,338;
1634,1;2284,634;5873,905;6119,556;5260,214;
2268,913;2557,289;4999,904;5344,315;2387,543;
3565,352;3118,128;5043,594;2389,472;2745,168;
4474,364;1693,222;3376,702;2680,934;6793,623;
1680,877;3054,184;5362,833;13280,931;5356,854;
2852,61;2137,842;5126,153;6409,957;6503,8;
5552,448;1001,022;4115,196;6265,094;7059,72;
4244,531;1701,709;5449,346;3613,19;2435,381;
4244,531;3078,971;4426,334;2432,777;5211,99;
2591,914;2809,016;8752,363;5252,691;2746,518;
3466,494;3180,24;2944,717;7986,285;4682,015;
2196,482;1955,461;4519,887;3426,758;4918,985;
2126,268;3177,925;4429,71;3028,433;7035,319;
1613,557;3628,814;7675,148;4589,522;4778,847;
2688,457;3153,428;5802,631;4470,024;15070,213;
1840,11;1775,78;5633,367;6767,389;6418,252;
3683,307;3947,475;6658,79;5615,717;9052,216;
1522,993;3221,23;2892,732;7291,096;2315,786;
3612,129;2743,914;3450,195;5933,702;4467,999;
