Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1248,1016,-1.000,-1.000,-7021864
1,2,1268,1004,15.549,1.037,-5774624
1,3,1272,996,5.963,0.398,-5444373
1,4,1272,996,0.000,0.000,-6763829
1,5,1280,972,16.865,1.124,-6497575
1,6,1280,972,0.000,0.000,-7089198
1,7,1280,972,0.000,0.000,-7417135
1,8,1280,972,0.000,0.000,-7824227
1,9,1284,968,3.771,0.251,-5855319
1,10,1296,936,22.784,1.519,-6626075
1,11,1296,936,0.000,0.000,-6623254
1,12,1304,916,14.360,0.957,-5116177
1,13,1304,916,0.000,0.000,-6891818
1,14,1304,916,0.000,0.000,-6169122
1,15,1312,900,11.926,0.795,-6232087
1,16,1316,896,3.771,0.251,-4196362
1,17,1320,916,13.597,0.906,-4266267
1,18,1320,916,0.000,0.000,-7104616
1,19,1320,888,18.667,1.244,-9837081
1,20,1320,888,0.000,0.000,-6240056
1,21,1332,880,9.615,0.641,-5841187
1,22,1348,872,11.926,0.795,-7282467
1,23,1364,860,13.333,0.889,-5841185
1,24,1364,856,2.667,0.178,-6051928
1,25,1400,800,44.382,2.959,-6709858
1,26,1388,780,15.549,1.037,-5580584
1,27,1380,760,14.360,0.957,-4933445
1,28,1396,780,17.075,1.138,-5312533
1,29,1396,780,0.000,0.000,-6113863
1,30,1396,772,5.333,0.356,-6102043
1,31,1392,764,5.963,0.398,-5644059
1,32,1376,744,17.075,1.138,-7500144
1,33,1372,772,18.856,1.257,-5773335
1,34,1368,772,2.667,0.178,-8862776
1,35,1356,772,8.000,0.533,-6237485
1,36,1356,772,0.000,0.000,-6171435
1,37,1356,772,0.000,0.000,-5709085
1,38,1356,772,0.000,0.000,-5843242
1,39,1352,768,3.771,0.251,-4590090
1,40,1352,768,0.000,0.000,-4197643
1,41,1352,768,0.000,0.000,-5054494
1,42,1352,768,0.000,0.000,-5449509
1,43,1352,768,0.000,0.000,-5450538
1,44,1352,764,2.667,0.178,-5382176
1,45,1352,764,0.000,0.000,-5584437
1,46,1352,764,0.000,0.000,-5982026
1,47,1352,760,2.667,0.178,-6444631
1,48,1364,752,9.615,0.641,-5777966
1,49,1384,716,27.455,1.830,-6564393
1,50,1388,708,5.963,0.398,-5771282
1,51,1388,704,2.667,0.178,-8007980
1,52,1388,704,0.000,0.000,-4402991
1,53,1404,660,31.213,2.081,-5445148
1,54,1408,656,3.771,0.251,-4265235
1,55,1408,652,2.667,0.178,-5525586
1,56,1416,644,7.542,0.503,-5850439
1,57,1432,612,23.851,1.590,-6377296
1,58,1432,596,10.667,0.711,-1509380
1,59,1428,584,8.433,0.562,-5842729
1,60,1428,584,0.000,0.000,-5317925
1,61,1428,580,2.667,0.178,-8136485
1,62,1432,564,10.995,0.733,-6105648
1,63,1432,564,0.000,0.000,-2890517
1,64,1432,560,2.667,0.178,-5057071
1,65,1432,560,0.000,0.000,-5122605
1,66,1432,560,0.000,0.000,-4137761
1,67,1432,556,2.667,0.178,-6499376
1,68,1436,548,5.963,0.398,-4329492
1,69,1440,540,5.963,0.398,-6435379
1,70,1440,540,0.000,0.000,-12286844
1,71,1444,528,8.433,0.562,-7023151
1,72,1448,516,8.433,0.562,-4661022
1,73,1448,516,0.000,0.000,-5249561
1,74,1448,516,0.000,0.000,-3546651
1,75,1452,528,8.433,0.562,-6563881
1,76,1452,536,5.333,0.356,-5712170
1,77,1452,536,0.000,0.000,-5843240
1,78,1448,528,5.963,0.398,-4202014
1,79,1444,528,2.667,0.178,-5711656
1,80,1448,528,2.667,0.178,-6304820
1,81,1452,528,2.667,0.178,-4921114
1,82,1452,528,0.000,0.000,-5120548
