12;14;18;20;23;26
0,6003;0,5807;0,4447;0,3032;0,5848;0,3816
0,4637;0,581;0,5254;0,2842;0,5029;0,4886
0,3585;0,6031;0,5364;0,2028;0,6056;0,5559
0,541;0,3376;0,4361;0,3236;0,6023;0,4696
0,3761;0,4935;0,4118;0,3382;0,6135;0,6225
0,2943;0,5219;0,2929;0,2811;0,4781;0,5413
0,6457;0,403;0,3633;0,1512;0,4869;0,6295
0,5748;0,3894;0,3489;0,2489;0,4659;0,5697
0,5188;0,6394;0,3716;0,2506;0,3874;0,4615
0,4134;0,5521;0,4565;0,2669;0,6028;0,5803
0,4584;0,2617;0,3585;0,2406;0,5382;0,5689
0,4111;0,5014;0,4014;0,2448;0,5945;0,5159
0,5846;0,4442;0,3234;0,2092;0,2619;0,6253
0,6104;0,3913;0,4098;0,2479;0,4368;0,6442
0,3188;0,5316;0,6469;0,307;0,4848;0,638
0,2601;0,7179;0,6503;0,1986;0,3459;0,5005
0,5215;0,6239;0,5304;0,1828;0,5185;0,4832
0,4592;0,4378;0,4871;0,35;0,2485;0,4257
0,6777;0,4273;0,449;0,3122;0,3544;0,5386
0,5458;0,4754;0,6287;0,2313;0,3183;0,4847
0,4836;0,678;0,6706;0,4023;0,2415;
0,46;0,6141;0,6285;0,2802;0,2011;
0,5831;0,6877;0,5641;0,2885;0,1647;
0,3084;0,5936;0,6272;0,3213;0,2423;
0,49;0,6069;0,6453;0,2368;0,1604;
0,4263;0,5062;0,6015;0,2279;0,2377;
0,485;0,5449;0,684;0,3074;0,2588;
0,4064;0,698;0,6783;0,1971;0,2129;
0,301;0,4949;0,5193;0,2846;0,2146;
0,4072;0,5961;0,5011;0,3956;0,326;
0,3774;0,5092;0,4428;0,335;0,2093;
0,5184;0,7224;0,6021;0,2929;;
0,4865;0,4652;0,4937;0,324;;
0,3281;0,5667;0,679;0,2931;;
0,3918;0,2927;0,4975;0,3178;;
0,3361;0,4942;0,5065;0,3243;;
0,4893;0,575;0,6009;0,4014;;
0,5879;0,6229;0,4927;0,2651;;
0,5993;0,3806;;0,2183;;
0,5605;0,5407;;0,3023;;
0,5668;;;0,2981;;
0,3852;;;0,2928;;
0,5376;;;0,2393;;
0,3906;;;0,1811;;
0,4873;;;0,1638;;
0,431;;;0,2442;;
0,575;;;0,273;;
0,4931;;;0,1856;;
0,7315;;;0,3683;;
0,6506;;;0,3944;;
0,6634;;;0,349;;
0,335;;;0,3345;;
0,4571;;;0,3123;;
;;;0,1861;;
;;;0,2655;;
;;;0,3439;;
