Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1131,657,-1.000,-1.000,-5191478
1,2,1131,657,0.000,0.000,-5322551
1,3,1131,657,0.000,0.000,-5587780
1,4,1155,672,18.849,1.257,-2232851
1,5,1155,672,0.000,0.000,-4401710
1,6,1197,678,28.256,1.884,-5984852
1,7,1194,681,2.826,0.188,-4996670
1,8,1209,681,9.990,0.666,-5454650
1,9,1218,681,5.994,0.400,-4665136
1,10,1227,675,7.204,0.480,-5589322
1,11,1230,672,2.826,0.188,-4802631
1,12,1197,678,22.338,1.489,-5721421
1,13,1191,678,3.996,0.266,-3749943
1,14,1167,681,16.108,1.074,-9010558
1,15,1128,672,26.657,1.777,-5261383
1,16,1167,660,27.176,1.812,-4275517
1,17,1143,666,16.476,1.098,-4733499
1,18,1143,669,1.998,0.133,-4473666
1,19,1131,681,11.302,0.753,-5322555
1,20,1128,681,1.998,0.133,-4864055
1,21,1128,681,0.000,0.000,-5657686
1,22,1101,690,18.955,1.264,-5453369
1,23,1086,693,10.188,0.679,-2101265
1,24,1080,693,3.996,0.266,-4929078
1,25,1065,690,10.188,0.679,-4730416
1,26,1065,687,1.998,0.133,-4729389
1,27,1065,681,3.996,0.266,-2299155
1,28,1071,678,4.468,0.298,-4534320
1,29,1080,678,5.994,0.400,-8213846
1,30,1080,672,3.996,0.266,-851969
1,31,1077,666,4.468,0.298,-7361109
1,32,1077,666,0.000,0.000,-9264227
1,33,1077,666,0.000,0.000,-4862513
1,34,1077,666,0.000,0.000,-4335142
1,35,1077,666,0.000,0.000,-4072486
1,36,1077,666,0.000,0.000,-5915203
1,37,1077,666,0.000,0.000,-4735038
1,38,1056,666,13.986,0.932,-5847609
1,39,1053,666,1.998,0.133,-6176831
1,40,1047,663,4.468,0.298,-5190197
1,41,1044,657,4.468,0.298,-4536119
1,42,1044,654,1.998,0.133,-9076866
1,43,1065,654,13.986,0.932,-4138279
1,44,1065,654,0.000,0.000,-5124655
1,45,1065,651,1.998,0.133,-5523015
1,46,1059,639,8.935,0.596,-7160129
1,47,1053,636,4.468,0.298,-9330271
1,48,1044,636,5.994,0.400,-3942953
1,49,1044,636,0.000,0.000,-5718594
1,50,1044,636,0.000,0.000,-9723487
1,51,1047,636,1.998,0.133,-4466728
1,52,1047,630,3.996,0.266,-5192250
1,53,1047,624,3.996,0.266,-4009776
1,54,1047,624,0.000,0.000,-4601653
1,55,1047,624,0.000,0.000,-4794150
1,56,1050,624,1.998,0.133,-5851980
1,57,1053,624,1.998,0.133,-9405828
1,58,1071,624,11.988,0.799,-5188396
1,59,1077,624,3.996,0.266,-7360596
1,60,1092,624,9.990,0.666,-4930877
1,61,1095,624,1.998,0.133,-7491412
1,62,1095,624,0.000,0.000,-3876390
1,63,1095,624,0.000,0.000,-5194819
1,64,1083,624,7.992,0.533,-4008233
1,65,1080,624,1.998,0.133,-4668992
1,66,1074,624,3.996,0.266,-4472383
1,67,1068,615,7.204,0.480,-4340027
1,68,1065,606,6.318,0.421,-5591375
1,69,1044,585,19.779,1.319,-16766424
1,70,1041,585,1.998,0.133,-12426139
1,71,1038,585,1.998,0.133,-5392458
1,72,1035,585,1.998,0.133,-5059381
1,73,1032,585,1.998,0.133,-7028033
1,74,1032,585,0.000,0.000,-6174264
1,75,1032,582,1.998,0.133,-6044220
1,76,1032,582,0.000,0.000,-5716541
1,77,1035,582,1.998,0.133,-6831681
1,78,1038,579,2.826,0.188,-5193020
1,79,1038,579,0.000,0.000,-5259329
1,80,1038,600,13.986,0.932,-6370103
1,81,1038,600,0.000,0.000,-7424588
1,82,1047,597,6.318,0.421,-13921139
1,83,1053,588,7.204,0.480,-16751515
1,84,1044,582,7.204,0.480,-9197659
1,85,1041,579,2.826,0.188,-6636871
1,86,1041,579,0.000,0.000,-6764090
1,87,1041,576,1.998,0.133,-5783102
1,88,1044,576,1.998,0.133,-11824241
1,89,1044,570,3.996,0.266,-6173236
1,90,1044,567,1.998,0.133,-984321
1,91,1044,561,3.996,0.266,-5257019
1,92,1044,552,5.994,0.400,-6767428
1,93,1044,552,0.000,0.000,-5648947
1,94,1044,552,0.000,0.000,-4334116
1,95,1044,552,0.000,0.000,-5192250
1,96,1038,549,4.468,0.298,-5649460
1,97,1035,546,2.826,0.188,-6702401
3,1,1257,888,-1.000,-1.000,-6160390
3,2,1257,888,0.000,0.000,-5328205
3,3,1173,882,56.087,3.739,-4987422
3,4,1161,885,8.238,0.549,-5380384
3,5,1158,891,4.468,0.298,-4934217
3,6,1152,894,4.468,0.298,-7365735
3,7,1137,894,9.990,0.666,-1513238
3,8,1098,891,26.051,1.737,-6579042
3,9,1044,846,46.815,3.121,-656385
3,10,1041,846,1.998,0.133,-7418163
3,11,1041,846,0.000,0.000,-6246225
3,12,1050,846,5.994,0.400,-4734268
3,13,981,807,52.787,3.519,-4988962
3,14,981,807,0.000,0.000,-9644592
3,15,978,801,4.468,0.298,-6379353
3,16,969,774,18.955,1.264,-5120548
3,17,960,765,8.477,0.565,-5262412
3,18,939,747,18.421,1.228,-5524555
3,19,927,732,12.793,0.853,-5261129
3,20,906,696,27.757,1.850,-4393741
3,21,906,696,0.000,0.000,-4933447
3,22,903,690,4.468,0.298,-6315100
3,23,876,651,31.591,2.106,-5639960
3,24,876,651,0.000,0.000,-6179405
3,25,864,630,16.108,1.074,-5310215
3,26,864,621,5.994,0.400,-3211265
3,27,861,615,4.468,0.298,-4198931
3,28,861,615,0.000,0.000,-5571849
3,29,861,615,0.000,0.000,-8938852
3,30,816,582,37.165,2.478,-3277313
3,31,816,582,0.000,0.000,-6180431
3,32,807,582,5.994,0.400,-5524555
3,33,783,570,17.871,1.191,-4984336
3,34,783,567,1.998,0.133,-5918289
3,35,780,549,12.153,0.810,-4264208
3,36,780,549,0.000,0.000,-6495778
3,37,771,528,15.216,1.014,-4393739
3,38,771,528,0.000,0.000,-5380119
3,39,771,525,1.998,0.133,-4263697
3,40,774,513,8.238,0.549,-5392456
3,41,756,564,36.019,2.401,-5251103
3,42,756,564,0.000,0.000,-9320765
3,43,756,570,3.996,0.266,-5777447
3,44,759,582,8.238,0.549,-4459534
3,45,759,597,9.990,0.666,-4200731
3,46,759,606,5.994,0.400,-9799306
3,47,753,624,12.636,0.842,-8739678
3,48,744,630,7.204,0.480,-5712170
3,49,744,630,0.000,0.000,-4001552
3,50,738,636,5.651,0.377,-9385783
3,51,735,639,2.826,0.188,-4525840
3,52,735,642,1.998,0.133,-4858661
3,53,726,651,8.477,0.565,-4000266
3,54,723,651,1.998,0.133,-4663335
3,55,708,654,10.188,0.679,-6039849
3,56,705,654,1.998,0.133,-4726818
3,57,702,660,4.468,0.298,-7545378
3,58,690,675,12.793,0.853,-4066318
3,59,690,678,1.998,0.133,-4658966
3,60,693,678,1.998,0.133,-6172207
3,61,696,678,1.998,0.133,-6369073
3,62,696,684,3.996,0.266,-5449511
3,63,696,690,3.996,0.266,-4790554
3,64,693,699,6.318,0.421,-4660763
3,65,693,699,0.000,0.000,-4926766
3,66,696,702,2.826,0.188,-5648177
3,67,699,711,6.318,0.421,-4135961
3,68,705,717,5.651,0.377,-5447973
3,69,708,720,2.826,0.188,-4920861
3,70,702,735,10.760,0.717,-9256255
3,71,702,735,0.000,0.000,-4794150
3,72,708,738,4.468,0.298,-6040619
3,73,717,735,6.318,0.421,-6300451
3,74,720,726,6.318,0.421,-6698040
3,75,717,723,2.826,0.188,-4526867
3,76,723,720,4.468,0.298,-3345416
3,77,729,720,3.996,0.266,-5972003
3,78,729,717,1.998,0.133,-3806998
3,79,729,717,0.000,0.000,-4597542
3,80,732,717,1.998,0.133,-6244168
3,81,729,735,12.153,0.810,-5643038
3,82,729,735,0.000,0.000,-7090227
3,83,726,738,2.826,0.188,-9005673
3,84,741,720,15.605,1.040,-9782086
3,85,744,717,2.826,0.188,-5511192
3,86,744,711,3.996,0.266,-4724246
3,87,747,702,6.318,0.421,-6894904
3,88,750,693,6.318,0.421,-4460817
3,89,753,690,2.826,0.188,-5905950
3,90,756,684,4.468,0.298,-5707544
3,91,768,675,9.990,0.666,-5182738
3,92,768,675,0.000,0.000,-5968145
3,93,768,675,0.000,0.000,-5643292
3,94,768,675,0.000,0.000,-6826277
3,95,768,666,5.994,0.400,-6102817
3,96,768,666,0.000,0.000,-6828335
3,97,768,666,0.000,0.000,-7223869
5,1,1080,918,-1.000,-1.000,-5046785
5,2,1086,918,3.996,0.266,-4390914
5,3,1086,921,1.998,0.133,-6249307
5,4,1062,945,22.605,1.507,-4588036
5,5,1083,960,17.187,1.146,-5196621
5,6,1062,990,24.389,1.626,-6160385
5,7,1062,990,0.000,0.000,-5969174
5,8,1071,993,6.318,0.421,-10064788
5,9,1080,981,9.990,0.666,-5519930
5,10,1080,969,7.992,0.533,-4736068
5,11,1092,945,17.871,1.191,-5394514
5,12,1092,936,5.994,0.400,-4802631
5,13,1092,924,7.992,0.533,-5196619
5,14,1095,909,10.188,0.679,-12291472
5,15,1095,897,7.992,0.533,-3615017
5,16,1095,897,0.000,0.000,-5065549
5,17,1104,870,18.955,1.264,-4199446
5,18,1107,852,12.153,0.810,-4063233
5,19,1113,840,8.935,0.596,-5459791
5,20,1134,822,18.421,1.228,-4589580
5,21,1140,816,5.651,0.377,-4407873
5,22,1152,786,21.519,1.435,-5177602
5,23,1164,771,12.793,0.853,-3803146
5,24,1173,753,13.403,0.894,-5590864
5,25,1173,753,0.000,0.000,-4591633
5,26,1176,753,1.998,0.133,-5182227
5,27,1179,753,1.998,0.133,-4132370
5,28,1179,753,0.000,0.000,-4667706
5,29,1179,747,3.996,0.266,-8944765
5,30,1176,750,2.826,0.188,-5262412
5,31,1122,774,39.356,2.624,-5458249
5,32,1143,828,38.588,2.573,-4785413
5,33,1143,849,13.986,0.932,-5445138
5,34,1146,855,4.468,0.298,-5255731
5,35,1152,879,16.476,1.098,-5050384
5,36,1155,900,14.128,0.942,-6901844
5,37,1164,912,9.990,0.666,-4802377
5,38,1179,933,17.187,1.146,-4407873
5,39,1206,942,18.955,1.264,-4128769
5,40,1209,945,2.826,0.188,-6774108
5,41,1218,957,9.990,0.666,-5526100
5,42,1218,996,25.974,1.732,-9012100
5,43,1221,1014,12.153,0.810,-5986133
5,44,1227,1038,16.476,1.098,-5592667
5,45,1227,1044,3.996,0.266,-5394768
5,46,1227,1050,3.996,0.266,-9997714
5,47,1206,1062,16.108,1.074,-10693419
5,48,1188,1071,13.403,0.894,-7102046
5,49,1191,1077,4.468,0.298,-5197389
5,50,1215,1086,17.071,1.138,-9051168
5,51,1224,1095,8.477,0.565,-5120548
5,52,1224,1095,0.000,0.000,-3934734
5,53,1224,1104,5.994,0.400,-5979456
5,54,1224,1107,1.998,0.133,-5591377
5,55,1218,1116,7.204,0.480,-4407103
5,56,1212,1113,4.468,0.298,-5854036
5,57,1206,1113,3.996,0.266,-9472651
5,58,1188,1113,11.988,0.799,-4993840
5,59,1188,1110,1.998,0.133,-7959666
5,60,1191,1095,10.188,0.679,-5262412
5,61,1209,1086,13.403,0.894,-5129543
5,62,1242,1086,21.978,1.465,-6177862
5,63,1242,1086,0.000,0.000,-4602942
5,64,1251,1098,9.990,0.666,-4472896
5,65,1251,1110,7.992,0.533,-5262412
5,66,1242,1113,6.318,0.421,-4933188
5,67,1233,1113,5.994,0.400,-4468527
5,68,1227,1116,4.468,0.298,-6041650
5,69,1215,1116,7.992,0.533,-4858144
5,70,1203,1113,8.238,0.549,-8984856
5,71,1203,1107,3.996,0.266,-65537
5,72,1200,1101,4.468,0.298,-5511193
5,73,1203,1095,4.468,0.298,-7353656
5,74,1203,1086,5.994,0.400,-4997700
5,75,1203,1083,1.998,0.133,-5921112
5,76,1179,1071,17.871,1.191,-7433581
5,77,1164,1086,14.128,0.942,-6444116
5,78,1149,1071,14.128,0.942,-3679270
5,79,1149,1071,0.000,0.000,-5656657
5,80,1131,1074,12.153,0.810,-4471354
5,81,1122,1077,6.318,0.421,-5196619
5,82,1113,1086,8.477,0.565,-5722963
5,83,1089,1092,16.476,1.098,-10459030
5,84,1044,1104,31.017,2.068,-10301231
5,85,1020,1113,17.071,1.138,-5316124
5,86,1020,1119,3.996,0.266,-6431268
5,87,1020,1119,0.000,0.000,-7893619
5,88,972,1122,32.030,2.135,-6101020
5,89,963,1131,8.477,0.565,-6837334
5,90,960,1131,1.998,0.133,-4669762
5,91,951,1134,6.318,0.421,-3020311
5,92,933,1134,11.988,0.799,-6114638
5,93,930,1131,2.826,0.188,-5524555
5,94,933,1107,16.108,1.074,-6314587
5,95,981,1101,32.217,2.148,-8551549
5,96,1011,1098,20.080,1.339,-6838875
5,97,1011,1095,1.998,0.133,-5195590
7,1,1518,1005,-1.000,-1.000,-6629416
7,2,1518,1005,0.000,0.000,-5525584
7,3,1497,1014,15.216,1.014,-6510937
7,4,1479,1017,12.153,0.810,-4734526
7,5,1479,1023,3.996,0.266,-5131596
7,6,1443,1083,46.601,3.107,-7168869
7,7,1437,1089,5.651,0.377,-2621441
7,8,1425,1089,7.992,0.533,-5853007
7,9,1446,1098,15.216,1.014,-6113611
7,10,1446,1098,0.000,0.000,-5511452
7,11,1446,1098,0.000,0.000,-5395025
7,12,1446,1098,0.000,0.000,-4868170
7,13,1404,1116,30.433,2.029,-5181201
7,14,1398,1116,3.996,0.266,-8065813
7,15,1395,1119,2.826,0.188,-5577499
7,16,1383,1131,11.302,0.753,-5255990
7,17,1392,1137,7.204,0.480,-5523015
7,18,1407,1137,9.990,0.666,-5645610
7,19,1428,1146,15.216,1.014,-4987418
7,20,1437,1152,7.204,0.480,-4734268
7,21,1437,1152,0.000,0.000,-5657686
7,22,1425,1167,12.793,0.853,-6184284
7,23,1425,1167,0.000,0.000,-4407873
7,24,1374,1134,40.456,2.697,-4666678
7,25,1365,1131,6.318,0.421,-4933963
